Group,Subgroup,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Year,Start_Month
By Education,Bachelor's degree or higher,2021-09-29,2021-10-11,15.6,14.9,16.3,14.9 - 16.3,2021,Sep
By Disability status,With disability,2021-09-29,2021-10-11,49.9,47.5,52.3,47.5 - 52.3,2021,Sep
By Disability status,Without disability,2021-09-29,2021-10-11,17,16.3,17.8,16.3 - 17.8,2021,Sep
National Estimate,United States,2021-09-29,2021-10-11,27.3,26.5,28,26.5 - 28.0,2021,Sep
By Age,18 - 29 years,2021-09-29,2021-10-11,41,38.8,43.2,38.8 - 43.2,2021,Sep
By Age,30 - 39 years,2021-09-29,2021-10-11,34.9,33.1,36.7,33.1 - 36.7,2021,Sep
By Age,40 - 49 years,2021-09-29,2021-10-11,31.2,29.3,33.3,29.3 - 33.3,2021,Sep
By Age,50 - 59 years,2021-09-29,2021-10-11,25.8,24.2,27.4,24.2 - 27.4,2021,Sep
By Age,60 - 69 years,2021-09-29,2021-10-11,18.1,16.6,19.6,16.6 - 19.6,2021,Sep
By Age,70 - 79 years,2021-09-29,2021-10-11,12.2,10.5,14.1,10.5 - 14.1,2021,Sep
By Age,80 years and above,2021-09-29,2021-10-11,16.2,11.4,21.9,11.4 - 21.9,2021,Sep
By Sex,Male,2021-09-29,2021-10-11,22.9,21.8,24,21.8 - 24.0,2021,Sep
By Sex,Female,2021-09-29,2021-10-11,31.3,30.3,32.3,30.3 - 32.3,2021,Sep
By Gender identity,Cis-gender male,2021-09-29,2021-10-11,22.3,21.2,23.5,21.2 - 23.5,2021,Sep
By Gender identity,Cis-gender female,2021-09-29,2021-10-11,30.9,29.9,31.9,29.9 - 31.9,2021,Sep
By Gender identity,Transgender,2021-09-29,2021-10-11,46.3,34.1,58.8,34.1 - 58.8,2021,Sep
By Sexual orientation,Gay or lesbian,2021-09-29,2021-10-11,39,34.3,43.8,34.3 - 43.8,2021,Sep
By Sexual orientation,Straight,2021-09-29,2021-10-11,24.8,24,25.6,24.0 - 25.6,2021,Sep
By Sexual orientation,Bisexual,2021-09-29,2021-10-11,53.5,49.4,57.5,49.4 - 57.5,2021,Sep
By Race/Hispanic ethnicity,Hispanic or Latino,2021-09-29,2021-10-11,30.4,27.8,33.1,27.8 - 33.1,2021,Sep
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-09-29,2021-10-11,26.8,26.1,27.6,26.1 - 27.6,2021,Sep
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-09-29,2021-10-11,26.2,23.6,28.8,23.6 - 28.8,2021,Sep
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-09-29,2021-10-11,19.2,15.8,23,15.8 - 23.0,2021,Sep
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-09-29,2021-10-11,35.5,31.6,39.6,31.6 - 39.6,2021,Sep
By Education,Less than a high school diploma,2021-09-29,2021-10-11,33.8,29.2,38.5,29.2 - 38.5,2021,Sep
By Education,High school diploma or GED,2021-09-29,2021-10-11,27,25.5,28.5,25.5 - 28.5,2021,Sep
By Education,Some college/Associate's degree,2021-09-29,2021-10-11,30.9,29.5,32.3,29.5 - 32.3,2021,Sep
By Education,Bachelor's degree or higher,2021-09-29,2021-10-11,22.9,22.1,23.7,22.1 - 23.7,2021,Sep
By Disability status,With disability,2021-09-29,2021-10-11,55.5,53.3,57.7,53.3 - 57.7,2021,Sep
By Disability status,Without disability,2021-09-29,2021-10-11,22.5,21.8,23.3,21.8 - 23.3,2021,Sep
National Estimate,United States,2021-09-29,2021-10-11,31.6,30.9,32.3,30.9 - 32.3,2021,Sep
By Age,18 - 29 years,2021-09-29,2021-10-11,47.7,45.3,50.2,45.3 - 50.2,2021,Sep
By Age,30 - 39 years,2021-09-29,2021-10-11,39.2,37.4,41,37.4 - 41.0,2021,Sep
By Age,40 - 49 years,2021-09-29,2021-10-11,35.5,33.4,37.7,33.4 - 37.7,2021,Sep
By Age,50 - 59 years,2021-09-29,2021-10-11,29.4,27.6,31.2,27.6 - 31.2,2021,Sep
By Age,60 - 69 years,2021-09-29,2021-10-11,22.1,20.5,23.8,20.5 - 23.8,2021,Sep
By Age,70 - 79 years,2021-09-29,2021-10-11,15.1,13.3,17.2,13.3 - 17.2,2021,Sep
By Age,80 years and above,2021-09-29,2021-10-11,18.4,13.7,23.9,13.7 - 23.9,2021,Sep
By Sex,Male,2021-09-29,2021-10-11,27.5,26.4,28.6,26.4 - 28.6,2021,Sep
By Sex,Female,2021-09-29,2021-10-11,35.3,34.4,36.3,34.4 - 36.3,2021,Sep
By Gender identity,Cis-gender male,2021-09-29,2021-10-11,26.8,25.7,28,25.7 - 28.0,2021,Sep
By Gender identity,Cis-gender female,2021-09-29,2021-10-11,34.9,33.9,35.8,33.9 - 35.8,2021,Sep
By Gender identity,Transgender,2021-09-29,2021-10-11,53.9,41.5,66.1,41.5 - 66.1,2021,Sep
By Sexual orientation,Gay or lesbian,2021-09-29,2021-10-11,44.2,39.4,49,39.4 - 49.0,2021,Sep
By Sexual orientation,Straight,2021-09-29,2021-10-11,28.9,28.1,29.7,28.1 - 29.7,2021,Sep
By Sexual orientation,Bisexual,2021-09-29,2021-10-11,58.5,54.1,62.7,54.1 - 62.7,2021,Sep
By Race/Hispanic ethnicity,Hispanic or Latino,2021-09-29,2021-10-11,35.1,32.5,37.7,32.5 - 37.7,2021,Sep
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-09-29,2021-10-11,30.4,29.7,31.1,29.7 - 31.1,2021,Sep
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-09-29,2021-10-11,32.4,29.4,35.4,29.4 - 35.4,2021,Sep
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-09-29,2021-10-11,24.2,20.6,28,20.6 - 28.0,2021,Sep
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-09-29,2021-10-11,44,40.1,47.9,40.1 - 47.9,2021,Sep
By Education,Less than a high school diploma,2021-09-29,2021-10-11,39,34.3,43.9,34.3 - 43.9,2021,Sep
By Education,High school diploma or GED,2021-09-29,2021-10-11,31.8,30.2,33.4,30.2 - 33.4,2021,Sep
By Education,Some college/Associate's degree,2021-09-29,2021-10-11,35.8,34.5,37.1,34.5 - 37.1,2021,Sep
By Education,Bachelor's degree or higher,2021-09-29,2021-10-11,25.9,25.1,26.7,25.1 - 26.7,2021,Sep
By Disability status,With disability,2021-09-29,2021-10-11,63.3,61.4,65.2,61.4 - 65.2,2021,Sep
By Disability status,Without disability,2021-09-29,2021-10-11,26.1,25.3,26.8,25.3 - 26.8,2021,Sep
National Estimate,United States,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Age,18 - 29 years,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Age,30 - 39 years,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Age,40 - 49 years,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Age,50 - 59 years,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Age,60 - 69 years,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Age,70 - 79 years,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Age,80 years and above,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Sex,Male,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Sex,Female,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Race/Hispanic ethnicity,Hispanic or Latino,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Education,Less than a high school diploma,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Education,High school diploma or GED,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Education,Some college/Associate's degree,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Education,Bachelor's degree or higher,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Disability status,With disability,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Disability status,Without disability,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
National Estimate,United States,2021-12-01,2021-12-13,21.4,20.7,22.1,20.7 - 22.1,2021,Dec
By Age,18 - 29 years,2021-12-01,2021-12-13,32.6,30.4,34.8,30.4 - 34.8,2021,Dec
By Age,30 - 39 years,2021-12-01,2021-12-13,25.3,23.5,27.2,23.5 - 27.2,2021,Dec
By Age,40 - 49 years,2021-12-01,2021-12-13,24,22.3,25.8,22.3 - 25.8,2021,Dec
By Age,50 - 59 years,2021-12-01,2021-12-13,21,19,23,19.0 - 23.0,2021,Dec
By Age,60 - 69 years,2021-12-01,2021-12-13,14.4,13.1,15.9,13.1 - 15.9,2021,Dec
By Age,70 - 79 years,2021-12-01,2021-12-13,9.4,7.9,11.1,7.9 - 11.1,2021,Dec
By Age,80 years and above,2021-12-01,2021-12-13,13.2,7.7,20.6,7.7 - 20.6,2021,Dec
By Sex,Male,2021-12-01,2021-12-13,20,19,21,19.0 - 21.0,2021,Dec
By Sex,Female,2021-12-01,2021-12-13,22.8,21.9,23.7,21.9 - 23.7,2021,Dec
By Gender identity,Cis-gender male,2021-12-01,2021-12-13,19.7,18.7,20.7,18.7 - 20.7,2021,Dec
By Gender identity,Cis-gender female,2021-12-01,2021-12-13,22.2,21.3,23.1,21.3 - 23.1,2021,Dec
By Gender identity,Transgender,2021-12-01,2021-12-13,55.6,42.6,68.1,42.6 - 68.1,2021,Dec
By Sexual orientation,Gay or lesbian,2021-12-01,2021-12-13,35,31,39.1,31.0 - 39.1,2021,Dec
By Sexual orientation,Straight,2021-12-01,2021-12-13,19.2,18.5,20,18.5 - 20.0,2021,Dec
By Sexual orientation,Bisexual,2021-12-01,2021-12-13,45.6,41.7,49.5,41.7 - 49.5,2021,Dec
By Race/Hispanic ethnicity,Hispanic or Latino,2021-12-01,2021-12-13,22.7,20.4,25.1,20.4 - 25.1,2021,Dec
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-12-01,2021-12-13,20.8,20,21.5,20.0 - 21.5,2021,Dec
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-12-01,2021-12-13,22,19.6,24.7,19.6 - 24.7,2021,Dec
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-12-01,2021-12-13,18.5,15.8,21.5,15.8 - 21.5,2021,Dec
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-12-01,2021-12-13,30.4,27.1,33.9,27.1 - 33.9,2021,Dec
By Education,Less than a high school diploma,2021-12-01,2021-12-13,27.7,22.3,33.6,22.3 - 33.6,2021,Dec
By Education,High school diploma or GED,2021-12-01,2021-12-13,23.6,22,25.3,22.0 - 25.3,2021,Dec
By Education,Some college/Associate's degree,2021-12-01,2021-12-13,23.9,23,24.9,23.0 - 24.9,2021,Dec
By Education,Bachelor's degree or higher,2021-12-01,2021-12-13,15.7,15,16.5,15.0 - 16.5,2021,Dec
By Disability status,With disability,2021-12-01,2021-12-13,50.1,47.3,52.8,47.3 - 52.8,2021,Dec
By Disability status,Without disability,2021-12-01,2021-12-13,16.8,16.1,17.5,16.1 - 17.5,2021,Dec
National Estimate,United States,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Age,18 - 29 years,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Age,30 - 39 years,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Age,40 - 49 years,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Age,50 - 59 years,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Age,60 - 69 years,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Age,70 - 79 years,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Age,80 years and above,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Sex,Male,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Sex,Female,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Race/Hispanic ethnicity,Hispanic or Latino,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Education,Less than a high school diploma,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Education,High school diploma or GED,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Education,Some college/Associate's degree,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Education,Bachelor's degree or higher,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Disability status,With disability,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Disability status,Without disability,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
National Estimate,United States,2021-12-01,2021-12-13,26.5,25.8,27.2,25.8 - 27.2,2021,Dec
By Age,18 - 29 years,2021-12-01,2021-12-13,37.7,35.5,39.8,35.5 - 39.8,2021,Dec
By Age,30 - 39 years,2021-12-01,2021-12-13,32.3,30.7,34,30.7 - 34.0,2021,Dec
By Age,40 - 49 years,2021-12-01,2021-12-13,32.3,30.7,33.9,30.7 - 33.9,2021,Dec
By Age,50 - 59 years,2021-12-01,2021-12-13,25.8,24,27.7,24.0 - 27.7,2021,Dec
By Age,60 - 69 years,2021-12-01,2021-12-13,17.5,16.2,18.8,16.2 - 18.8,2021,Dec
By Age,70 - 79 years,2021-12-01,2021-12-13,11.4,9.8,13.1,9.8 - 13.1,2021,Dec
By Age,80 years and above,2021-12-01,2021-12-13,13,7.4,20.6,7.4 - 20.6,2021,Dec
By Sex,Male,2021-12-01,2021-12-13,22.9,22,23.8,22.0 - 23.8,2021,Dec
By Sex,Female,2021-12-01,2021-12-13,29.9,28.9,30.8,28.9 - 30.8,2021,Dec
By Gender identity,Cis-gender male,2021-12-01,2021-12-13,22.6,21.7,23.6,21.7 - 23.6,2021,Dec
By Gender identity,Cis-gender female,2021-12-01,2021-12-13,29.3,28.4,30.3,28.4 - 30.3,2021,Dec
By Gender identity,Transgender,2021-12-01,2021-12-13,54.5,41.6,67.1,41.6 - 67.1,2021,Dec
By Sexual orientation,Gay or lesbian,2021-12-01,2021-12-13,36.7,32.6,41,32.6 - 41.0,2021,Dec
By Sexual orientation,Straight,2021-12-01,2021-12-13,24.3,23.6,25,23.6 - 25.0,2021,Dec
By Sexual orientation,Bisexual,2021-12-01,2021-12-13,52.5,48.5,56.5,48.5 - 56.5,2021,Dec
By Race/Hispanic ethnicity,Hispanic or Latino,2021-12-01,2021-12-13,27.6,25.3,30,25.3 - 30.0,2021,Dec
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-12-01,2021-12-13,26.1,25.3,26.9,25.3 - 26.9,2021,Dec
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-12-01,2021-12-13,26.7,24.2,29.3,24.2 - 29.3,2021,Dec
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-12-01,2021-12-13,20.3,17.2,23.8,17.2 - 23.8,2021,Dec
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-12-01,2021-12-13,37.3,33.5,41.1,33.5 - 41.1,2021,Dec
By Education,Less than a high school diploma,2021-12-01,2021-12-13,29,24.7,33.7,24.7 - 33.7,2021,Dec
By Education,High school diploma or GED,2021-12-01,2021-12-13,28.2,26.5,30,26.5 - 30.0,2021,Dec
By Education,Some college/Associate's degree,2021-12-01,2021-12-13,28.7,27.6,29.7,27.6 - 29.7,2021,Dec
By Education,Bachelor's degree or higher,2021-12-01,2021-12-13,22.4,21.5,23.2,21.5 - 23.2,2021,Dec
By Disability status,With disability,2021-12-01,2021-12-13,53.7,51.4,56,51.4 - 56.0,2021,Dec
By Disability status,Without disability,2021-12-01,2021-12-13,22,21.3,22.7,21.3 - 22.7,2021,Dec
National Estimate,United States,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Age,18 - 29 years,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Age,30 - 39 years,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Age,40 - 49 years,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Age,50 - 59 years,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Age,60 - 69 years,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Age,70 - 79 years,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Age,80 years and above,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Sex,Male,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Sex,Female,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Race/Hispanic ethnicity,Hispanic or Latino,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Education,Less than a high school diploma,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Education,High school diploma or GED,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Education,Some college/Associate's degree,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Education,Bachelor's degree or higher,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Disability status,With disability,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
By Disability status,Without disability,2021-10-12,2021-11-30,NA,NA,NA,NA,2021,Oct
National Estimate,United States,2021-12-01,2021-12-13,30.7,30,31.5,30.0 - 31.5,2021,Dec
By Age,18 - 29 years,2021-12-01,2021-12-13,44.5,42.2,46.9,42.2 - 46.9,2021,Dec
By Age,30 - 39 years,2021-12-01,2021-12-13,37.2,35.3,39.2,35.3 - 39.2,2021,Dec
By Age,40 - 49 years,2021-12-01,2021-12-13,35.4,33.6,37.1,33.6 - 37.1,2021,Dec
By Age,50 - 59 years,2021-12-01,2021-12-13,29.7,27.8,31.6,27.8 - 31.6,2021,Dec
By Age,60 - 69 years,2021-12-01,2021-12-13,21,19.5,22.7,19.5 - 22.7,2021,Dec
By Age,70 - 79 years,2021-12-01,2021-12-13,14.2,12.5,16.2,12.5 - 16.2,2021,Dec
By Age,80 years and above,2021-12-01,2021-12-13,17.4,11.6,24.5,11.6 - 24.5,2021,Dec
By Sex,Male,2021-12-01,2021-12-13,27.5,26.4,28.5,26.4 - 28.5,2021,Dec
By Sex,Female,2021-12-01,2021-12-13,33.8,32.8,34.8,32.8 - 34.8,2021,Dec
By Gender identity,Cis-gender male,2021-12-01,2021-12-13,27.2,26.1,28.3,26.1 - 28.3,2021,Dec
By Gender identity,Cis-gender female,2021-12-01,2021-12-13,33.2,32.2,34.2,32.2 - 34.2,2021,Dec
By Gender identity,Transgender,2021-12-01,2021-12-13,64.8,50.6,77.3,50.6 - 77.3,2021,Dec
By Sexual orientation,Gay or lesbian,2021-12-01,2021-12-13,45.3,41.4,49.2,41.4 - 49.2,2021,Dec
By Sexual orientation,Straight,2021-12-01,2021-12-13,28.1,27.3,28.9,27.3 - 28.9,2021,Dec
By Sexual orientation,Bisexual,2021-12-01,2021-12-13,59.2,54.8,63.4,54.8 - 63.4,2021,Dec
By Race/Hispanic ethnicity,Hispanic or Latino,2021-12-01,2021-12-13,32.6,29.7,35.6,29.7 - 35.6,2021,Dec
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-12-01,2021-12-13,30,29.2,30.9,29.2 - 30.9,2021,Dec
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-12-01,2021-12-13,30.7,28.1,33.3,28.1 - 33.3,2021,Dec
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-12-01,2021-12-13,26.1,23,29.3,23.0 - 29.3,2021,Dec
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-12-01,2021-12-13,41.7,38,45.6,38.0 - 45.6,2021,Dec
By Education,Less than a high school diploma,2021-12-01,2021-12-13,35.5,30.1,41.1,30.1 - 41.1,2021,Dec
By Education,High school diploma or GED,2021-12-01,2021-12-13,32.8,31.1,34.6,31.1 - 34.6,2021,Dec
By Education,Some college/Associate's degree,2021-12-01,2021-12-13,33.4,32.4,34.5,32.4 - 34.5,2021,Dec
By Education,Bachelor's degree or higher,2021-12-01,2021-12-13,25.3,24.5,26.1,24.5 - 26.1,2021,Dec
By Disability status,With disability,2021-12-01,2021-12-13,60.3,57.8,62.7,57.8 - 62.7,2021,Dec
By Disability status,Without disability,2021-12-01,2021-12-13,25.9,25.1,26.7,25.1 - 26.7,2021,Dec
National Estimate,United States,2021-12-29,2022-01-10,22.8,22.1,23.6,22.1 - 23.6,2021,Dec
By Age,18 - 29 years,2021-12-29,2022-01-10,35.4,33.1,37.9,33.1 - 37.9,2021,Dec
By Age,30 - 39 years,2021-12-29,2022-01-10,28.5,26.9,30.2,26.9 - 30.2,2021,Dec
By Age,40 - 49 years,2021-12-29,2022-01-10,24,22.6,25.5,22.6 - 25.5,2021,Dec
By Age,50 - 59 years,2021-12-29,2022-01-10,20.9,19.2,22.5,19.2 - 22.5,2021,Dec
By Age,60 - 69 years,2021-12-29,2022-01-10,16.3,15.2,17.5,15.2 - 17.5,2021,Dec
By Age,70 - 79 years,2021-12-29,2022-01-10,11.2,9.6,13,9.6 - 13.0,2021,Dec
By Age,80 years and above,2021-12-29,2022-01-10,9,6.4,12.2,6.4 - 12.2,2021,Dec
By Sex,Male,2021-12-29,2022-01-10,20.7,19.6,21.9,19.6 - 21.9,2021,Dec
By Sex,Female,2021-12-29,2022-01-10,24.8,24,25.6,24.0 - 25.6,2021,Dec
By Gender identity,Cis-gender male,2021-12-29,2022-01-10,20.3,19.1,21.5,19.1 - 21.5,2021,Dec
By Gender identity,Cis-gender female,2021-12-29,2022-01-10,24.1,23.4,24.9,23.4 - 24.9,2021,Dec
By Gender identity,Transgender,2021-12-29,2022-01-10,51.8,41.3,62.1,41.3 - 62.1,2021,Dec
By Sexual orientation,Gay or lesbian,2021-12-29,2022-01-10,35.8,32,39.7,32.0 - 39.7,2021,Dec
By Sexual orientation,Straight,2021-12-29,2022-01-10,20.4,19.6,21.2,19.6 - 21.2,2021,Dec
By Sexual orientation,Bisexual,2021-12-29,2022-01-10,47.6,43.8,51.4,43.8 - 51.4,2021,Dec
By Race/Hispanic ethnicity,Hispanic or Latino,2021-12-29,2022-01-10,25.3,23.2,27.4,23.2 - 27.4,2021,Dec
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-12-29,2022-01-10,21.6,20.9,22.3,20.9 - 22.3,2021,Dec
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-12-29,2022-01-10,26,23.7,28.5,23.7 - 28.5,2021,Dec
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-12-29,2022-01-10,18.4,15.7,21.3,15.7 - 21.3,2021,Dec
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-12-29,2022-01-10,30.5,27.7,33.5,27.7 - 33.5,2021,Dec
By Education,Less than a high school diploma,2021-12-29,2022-01-10,23.3,20.4,26.5,20.4 - 26.5,2021,Dec
By Education,High school diploma or GED,2021-12-29,2022-01-10,24.4,22.7,26.2,22.7 - 26.2,2021,Dec
By Education,Some college/Associate's degree,2021-12-29,2022-01-10,27.1,26.1,28.1,26.1 - 28.1,2021,Dec
By Education,Bachelor's degree or higher,2021-12-29,2022-01-10,17.2,16.7,17.8,16.7 - 17.8,2021,Dec
By Disability status,With disability,2021-12-29,2022-01-10,50.3,48.3,52.4,48.3 - 52.4,2021,Dec
By Disability status,Without disability,2021-12-29,2022-01-10,18.2,17.6,18.9,17.6 - 18.9,2021,Dec
National Estimate,United States,2021-12-29,2022-01-10,27.9,27.2,28.5,27.2 - 28.5,2021,Dec
By Age,18 - 29 years,2021-12-29,2022-01-10,41.3,38.8,43.9,38.8 - 43.9,2021,Dec
By Age,30 - 39 years,2021-12-29,2022-01-10,35.5,33.8,37.2,33.8 - 37.2,2021,Dec
By Age,40 - 49 years,2021-12-29,2022-01-10,31.7,30.2,33.3,30.2 - 33.3,2021,Dec
By Age,50 - 59 years,2021-12-29,2022-01-10,25.9,24.4,27.5,24.4 - 27.5,2021,Dec
By Age,60 - 69 years,2021-12-29,2022-01-10,19,17.9,20.2,17.9 - 20.2,2021,Dec
By Age,70 - 79 years,2021-12-29,2022-01-10,12.1,10.7,13.6,10.7 - 13.6,2021,Dec
By Age,80 years and above,2021-12-29,2022-01-10,12.4,9.5,15.9,9.5 - 15.9,2021,Dec
By Sex,Male,2021-12-29,2022-01-10,23.8,22.7,24.8,22.7 - 24.8,2021,Dec
By Sex,Female,2021-12-29,2022-01-10,31.7,30.8,32.7,30.8 - 32.7,2021,Dec
By Gender identity,Cis-gender male,2021-12-29,2022-01-10,23.3,22.2,24.4,22.2 - 24.4,2021,Dec
By Gender identity,Cis-gender female,2021-12-29,2022-01-10,31.2,30.2,32.2,30.2 - 32.2,2021,Dec
By Gender identity,Transgender,2021-12-29,2022-01-10,58.4,45.4,70.6,45.4 - 70.6,2021,Dec
By Sexual orientation,Gay or lesbian,2021-12-29,2022-01-10,44.5,40.9,48.1,40.9 - 48.1,2021,Dec
By Sexual orientation,Straight,2021-12-29,2022-01-10,25.2,24.5,26,24.5 - 26.0,2021,Dec
By Sexual orientation,Bisexual,2021-12-29,2022-01-10,52.6,48.8,56.3,48.8 - 56.3,2021,Dec
By Race/Hispanic ethnicity,Hispanic or Latino,2021-12-29,2022-01-10,30.6,28.7,32.6,28.7 - 32.6,2021,Dec
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-12-29,2022-01-10,27.2,26.4,27.9,26.4 - 27.9,2021,Dec
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-12-29,2022-01-10,29.5,27.2,31.8,27.2 - 31.8,2021,Dec
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-12-29,2022-01-10,20.1,17.1,23.4,17.1 - 23.4,2021,Dec
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-12-29,2022-01-10,34.5,31.5,37.6,31.5 - 37.6,2021,Dec
By Education,Less than a high school diploma,2021-12-29,2022-01-10,27.9,25.1,30.9,25.1 - 30.9,2021,Dec
